survived,pclass,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,dest
0,3,"Conlon, Mr. Thomas Henry",M,31,0,0,21332,7.7333,,Q,,,"Philadelphia, PA"
0,3,"Connaghton, Mr. Michael",M,31,0,0,335097,7.75,,Q,,,"Ireland Brooklyn, NY"
1,3,"Connolly, Miss. Kate",F,22,0,0,370373,7.75,,Q,13,,Ireland
0,3,"Connolly, Miss. Kate",F,30,0,0,330972,7.6292,,Q,,,Ireland
0,3,"Connors, Mr. Patrick",M,70.5,0,0,370369,7.75,,Q,,171,
0,3,"Cook, Mr. Jacob",M,43,0,0,A/5 3536,8.05,,S,,,
0,3,"Cor, Mr. Bartol",M,35,0,0,349230,7.8958,,S,,,Austria
0,3,"Cor, Mr. Ivan",M,27,0,0,349229,7.8958,,S,,,Austria
0,3,"Cor, Mr. Liudevit",M,19,0,0,349231,7.8958,,S,,,Austria
0,3,"Corn, Mr. Harry",M,30,0,0,SOTON/OQ 392090,8.05,,S,,,London
1,3,"Coutts, Master. Eden Leslie ""Neville""",M,9,1,1,C.A. 37671,15.9,,S,2,,"England Brooklyn, NY"
1,3,"Coutts, Master. William Loch ""William""",M,3,1,1,C.A. 37671,15.9,,S,2,,"England Brooklyn, NY"
1,3,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",F,36,0,2,C.A. 37671,15.9,,S,2,,"England Brooklyn, NY"
0,3,"Coxon, Mr. Daniel",M,59,0,0,364500,7.25,,S,,,"Merrill, WI"
0,3,"Crease, Mr. Ernest James",M,19,0,0,S.P. 3464,8.1583,,S,,,"Bristol, England Cleveland, OH"
1,3,"Cribb, Miss. Laura Alice",F,17,0,1,371362,16.1,,S,12,,"Bournemouth, England Newark, NJ"
0,3,"Cribb, Mr. John Hatfield",M,44,0,1,371362,16.1,,S,,,"Bournemouth, England Newark, NJ"
0,3,"Culumovic, Mr. Jeso",M,17,0,0,315090,8.6625,,S,,,Austria-Hungary
0,3,"Daher, Mr. Shedid",M,22.5,0,0,2698,7.225,,C,,9,
1,3,"Dahl, Mr. Karl Edwart",M,45,0,0,7598,8.05,,S,15,,"Australia Fingal, ND"
0,3,"Dahlberg, Miss. Gerda Ulrika",F,22,0,0,7552,10.5167,,S,,,"Norrlot, Sweden Chicago, IL"
0,3,"Dakic, Mr. Branko",M,19,0,0,349228,10.1708,,S,,,Austria
1,3,"Daly, Miss. Margaret Marcella ""Maggie""",F,30,0,0,382650,6.95,,Q,15,,"Co Athlone, Ireland New York, NY"
1,3,"Daly, Mr. Eugene Patrick",M,29,0,0,382651,7.75,,Q,13 15 B,,"Co Athlone, Ireland New York, NY"
0,3,"Danbom, Master. Gilbert Sigvard Emanuel",M,0.3333,0,2,347080,14.4,,S,,,"Stanton, IA"
0,3,"Danbom, Mr. Ernst Gilbert",M,34,1,1,347080,14.4,,S,,197,"Stanton, IA"
0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",F,28,1,1,347080,14.4,,S,,,"Stanton, IA"
0,3,"Danoff, Mr. Yoto",M,27,0,0,349219,7.8958,,S,,,"Bulgaria Chicago, IL"
0,3,"Dantcheff, Mr. Ristiu",M,25,0,0,349203,7.8958,,S,,,"Bulgaria Chicago, IL"
0,3,"Davies, Mr. Alfred J",M,24,2,0,A/4 48871,24.15,,S,,,"West Bromwich, England Pontiac, MI"
0,3,"Davies, Mr. Evan",M,22,0,0,SC/A4 23568,8.05,,S,,,
0,3,"Davies, Mr. John Samuel",M,21,2,0,A/4 48871,24.15,,S,,,"West Bromwich, England Pontiac, MI"
0,3,"Davies, Mr. Joseph",M,17,2,0,A/4 48873,8.05,,S,,,"West Bromwich, England Pontiac, MI"
0,3,"Davison, Mr. Thomas Henry",M,,1,0,386525,16.1,,S,,,"Liverpool, England Bedford, OH"
1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",F,,1,0,386525,16.1,,S,16,,"Liverpool, England Bedford, OH"
1,3,"de Messemaeker, Mr. Guillaume Joseph",M,36.5,1,0,345572,17.4,,S,15,,"Tampico, MT"
1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",F,36,1,0,345572,17.4,,S,13,,"Tampico, MT"
1,3,"de Mulder, Mr. Theodore",M,30,0,0,345774,9.5,,S,11,,"Belgium Detroit, MI"
0,3,"de Pelsmaeker, Mr. Alfons",M,16,0,0,345778,9.5,,S,,,
1,3,"Dean, Master. Bertram Vere",M,1,1,2,C.A. 2315,20.575,,S,10,,"Devon, England Wichita, KS"
1,3,"Dean, Miss. Elizabeth Gladys ""Millvina""",F,0.1667,1,2,C.A. 2315,20.575,,S,10,,"Devon, England Wichita, KS"
0,3,"Dean, Mr. Bertram Frank",M,26,1,2,C.A. 2315,20.575,,S,,,"Devon, England Wichita, KS"
1,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",F,33,1,2,C.A. 2315,20.575,,S,10,,"Devon, England Wichita, KS"
0,3,"Delalic, Mr. Redjo",M,25,0,0,349250,7.8958,,S,,,
0,3,"Demetri, Mr. Marinko",M,,0,0,349238,7.8958,,S,,,
0,3,"Denkoff, Mr. Mitto",M,,0,0,349225,7.8958,,S,,,"Bulgaria Coon Rapids, IA"
0,3,"Dennis, Mr. Samuel",M,22,0,0,A/5 21172,7.25,,S,,,
0,3,"Dennis, Mr. William",M,36,0,0,A/5 21175,7.25,,S,,,
1,3,"Devaney, Miss. Margaret Delia",F,19,0,0,330958,7.8792,,Q,C,,"Kilmacowen, Co Sligo, Ireland New York, NY"
0,3,"Dika, Mr. Mirko",M,17,0,0,349232,7.8958,,S,,,
0,3,"Dimic, Mr. Jovan",M,42,0,0,315088,8.6625,,S,,,
0,3,"Dintcheff, Mr. Valtcho",M,43,0,0,349226,7.8958,,S,,,
0,3,"Doharr, Mr. Tannous",M,,0,0,2686,7.2292,,C,,,
0,3,"Dooley, Mr. Patrick",M,32,0,0,370376,7.75,,Q,,,"Ireland New York, NY"
1,3,"Dorking, Mr. Edward Arthur",M,19,0,0,A/5. 10482,8.05,,S,B,,"England Oglesby, IL"
1,3,"Dowdell, Miss. Elizabeth",F,30,0,0,364516,12.475,,S,13,,"Union Hill, NJ"
0,3,"Doyle, Miss. Elizabeth",F,24,0,0,368702,7.75,,Q,,,"Ireland New York, NY"
1,3,"Drapkin, Miss. Jennie",F,23,0,0,SOTON/OQ 392083,8.05,,S,,,"London New York, NY"
0,3,"Drazenoic, Mr. Jozef",M,33,0,0,349241,7.8958,,C,,51,"Austria Niagara Falls, NY"
0,3,"Duane, Mr. Frank",M,65,0,0,336439,7.75,,Q,,,
1,3,"Duquemin, Mr. Joseph",M,24,0,0,S.O./P.P. 752,7.55,,S,D,,"England Albion, NY"
0,3,"Dyker, Mr. Adolf Fredrik",M,23,1,0,347072,13.9,,S,,,"West Haven, CT"
1,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",F,22,1,0,347072,13.9,,S,16,,"West Haven, CT"
0,3,"Edvardsson, Mr. Gustaf Hjalmar",M,18,0,0,349912,7.775,,S,,,"Tofta, Sweden Joliet, IL"
0,3,"Eklund, Mr. Hans Linus",M,16,0,0,347074,7.775,,S,,,"Karberg, Sweden Jerome Junction, AZ"
0,3,"Ekstrom, Mr. Johan",M,45,0,0,347061,6.975,,S,,,"Effington Rut, SD"
0,3,"Elias, Mr. Dibo",M,,0,0,2674,7.225,,C,,,
0,3,"Elias, Mr. Joseph",M,39,0,2,2675,7.2292,,C,,,"Syria Ottawa, ON"
0,3,"Elias, Mr. Joseph Jr",M,17,1,1,2690,7.2292,,C,,,
0,3,"Elias, Mr. Tannous",M,15,1,1,2695,7.2292,,C,,,Syria
0,3,"Elsbury, Mr. William James",M,47,0,0,A/5 3902,7.25,,S,,,"Illinois, USA"
1,3,"Emanuel, Miss. Virginia Ethel",F,5,0,0,364516,12.475,,S,13,,"New York, NY"
0,3,"Emir, Mr. Farred Chehab",M,,0,0,2631,7.225,,C,,,
0,3,"Everett, Mr. Thomas James",M,40.5,0,0,C.A. 6212,15.1,,S,,187,
0,3,"Farrell, Mr. James",M,40.5,0,0,367232,7.75,,Q,,68,"Aughnacliff, Co Longford, Ireland New York, NY"
1,3,"Finoli, Mr. Luigi",M,,0,0,SOTON/O.Q. 3101308,7.05,,S,15,,"Italy Philadelphia, PA"
0,3,"Fischer, Mr. Eberhard Thelander",M,18,0,0,350036,7.7958,,S,,,
0,3,"Fleming, Miss. Honora",F,,0,0,364859,7.75,,Q,,,
0,3,"Flynn, Mr. James",M,,0,0,364851,7.75,,Q,,,
0,3,"Flynn, Mr. John",M,,0,0,368323,6.95,,Q,,,
0,3,"Foley, Mr. Joseph",M,26,0,0,330910,7.8792,,Q,,,"Ireland Chicago, IL"
0,3,"Foley, Mr. William",M,,0,0,365235,7.75,,Q,,,Ireland
1,3,"Foo, Mr. Choong",M,,0,0,1601,56.4958,,S,13,,"Hong Kong New York, NY"
0,3,"Ford, Miss. Doolina Margaret ""Daisy""",F,21,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
0,3,"Ford, Miss. Robina Maggie ""Ruby""",F,9,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
0,3,"Ford, Mr. Arthur",M,,0,0,A/5 1478,8.05,,S,,,"Bridgwater, Somerset, England"
0,3,"Ford, Mr. Edward Watson",M,18,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
0,3,"Ford, Mr. William Neal",M,16,1,3,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",F,48,1,3,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
0,3,"Fox, Mr. Patrick",M,,0,0,368573,7.75,,Q,,,"Ireland New York, NY"
0,3,"Franklin, Mr. Charles (Charles Fardon)",M,,0,0,SOTON/O.Q. 3101314,7.25,,S,,,
0,3,"Gallagher, Mr. Martin",M,25,0,0,36864,7.7417,,Q,,,"New York, NY"
0,3,"Garfirth, Mr. John",M,,0,0,358585,14.5,,S,,,
0,3,"Gheorgheff, Mr. Stanio",M,,0,0,349254,7.8958,,C,,,
0,3,"Gilinski, Mr. Eliezer",M,22,0,0,14973,8.05,,S,,47,
1,3,"Gilnagh, Miss. Katherine ""Katie""",F,16,0,0,35851,7.7333,,Q,16,,"Co Longford, Ireland New York, NY"
1,3,"Glynn, Miss. Mary Agatha",F,,0,0,335677,7.75,,Q,13,,"Co Clare, Ireland Washington, DC"
1,3,"Goldsmith, Master. Frank John William ""Frankie""",M,9,0,2,363291,20.525,,S,C D,,"Strood, Kent, England Detroit, MI"
0,3,"Goldsmith, Mr. Frank John",M,33,1,1,363291,20.525,,S,,,"Strood, Kent, England Detroit, MI"
0,3,"Goldsmith, Mr. Nathan",M,41,0,0,SOTON/O.Q. 3101263,7.85,,S,,,"Philadelphia, PA"
1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",F,31,1,1,363291,20.525,,S,C D,,"Strood, Kent, England Detroit, MI"
0,3,"Goncalves, Mr. Manuel Estanslas",M,38,0,0,SOTON/O.Q. 3101306,7.05,,S,,,Portugal
0,3,"Goodwin, Master. Harold Victor",M,9,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
0,3,"Goodwin, Master. Sidney Leonard",M,1,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
0,3,"Goodwin, Master. William Frederick",M,11,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
0,3,"Goodwin, Miss. Jessie Allis",F,10,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
0,3,"Goodwin, Miss. Lillian Amy",F,16,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
0,3,"Goodwin, Mr. Charles Edward",M,14,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
0,3,"Goodwin, Mr. Charles Frederick",M,40,1,6,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",F,43,1,6,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
0,3,"Green, Mr. George Henry",M,51,0,0,21440,8.05,,S,,,"Dorking, Surrey, England"
0,3,"Gronnestad, Mr. Daniel Danielsen",M,32,0,0,8471,8.3625,,S,,,"Foresvik, Norway Portland, ND"
0,3,"Guest, Mr. Robert",M,,0,0,376563,8.05,,S,,,
0,3,"Gustafsson, Mr. Alfred Ossian",M,20,0,0,7534,9.8458,,S,,,"Waukegan, Chicago, IL"
0,3,"Gustafsson, Mr. Anders Vilhelm",M,37,2,0,3101276,7.925,,S,,98,"Ruotsinphytaa, Finland New York, NY"
0,3,"Gustafsson, Mr. Johan Birger",M,28,2,0,3101277,7.925,,S,,,"Ruotsinphytaa, Finland New York, NY"
0,3,"Gustafsson, Mr. Karl Gideon",M,19,0,0,347069,7.775,,S,,,"Myren, Sweden New York, NY"
0,3,"Haas, Miss. Aloisia",F,24,0,0,349236,8.85,,S,,,
0,3,"Hagardon, Miss. Kate",F,17,0,0,AQ/3. 30631,7.7333,,Q,,,
0,3,"Hagland, Mr. Ingvald Olai Olsen",M,,1,0,65303,19.9667,,S,,,
0,3,"Hagland, Mr. Konrad Mathias Reiersen",M,,1,0,65304,19.9667,,S,,,
0,3,"Hakkarainen, Mr. Pekka Pietari",M,28,1,0,STON/O2. 3101279,15.85,,S,,,
1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",F,24,1,0,STON/O2. 3101279,15.85,,S,15,,
0,3,"Hampe, Mr. Leon",M,20,0,0,345769,9.5,,S,,,
0,3,"Hanna, Mr. Mansour",M,23.5,0,0,2693,7.2292,,C,,188,
0,3,"Hansen, Mr. Claus Peter",M,41,2,0,350026,14.1083,,S,,,
0,3,"Hansen, Mr. Henrik Juul",M,26,1,0,350025,7.8542,,S,,,
0,3,"Hansen, Mr. Henry Damsgaard",M,21,0,0,350029,7.8542,,S,,69,
1,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",F,45,1,0,350026,14.1083,,S,11,,
0,3,"Harknett, Miss. Alice Phoebe",F,,0,0,W./C. 6609,7.55,,S,,,
0,3,"Harmer, Mr. Abraham (David Lishin)",M,25,0,0,374887,7.25,,S,B,,
0,3,"Hart, Mr. Henry",M,,0,0,394140,6.8583,,Q,,,
0,3,"Hassan, Mr. Houssein G N",M,11,0,0,2699,18.7875,,C,,,
1,3,"Healy, Miss. Hanora ""Nora""",F,,0,0,370375,7.75,,Q,16,,
1,3,"Hedman, Mr. Oskar Arvid",M,27,0,0,347089,6.975,,S,15,,
1,3,"Hee, Mr. Ling",M,,0,0,1601,56.4958,,S,C,,
0,3,"Hegarty, Miss. Hanora ""Nora""",F,18,0,0,365226,6.75,,Q,,,
1,3,"Heikkinen, Miss. Laina",F,26,0,0,STON/O2. 3101282,7.925,,S,,,
0,3,"Heininen, Miss. Wendla Maria",F,23,0,0,STON/O2. 3101290,7.925,,S,,,
1,3,"Hellstrom, Miss. Hilda Maria",F,22,0,0,7548,8.9625,,S,C,,
0,3,"Hendekovic, Mr. Ignjac",M,28,0,0,349243,7.8958,,S,,306,
0,3,"Henriksson, Miss. Jenny Lovisa",F,28,0,0,347086,7.775,,S,,,
0,3,"Henry, Miss. Delia",F,,0,0,382649,7.75,,Q,,,
1,3,"Hirvonen, Miss. Hildur E",F,2,0,1,3101298,12.2875,,S,15,,
1,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",F,22,1,1,3101298,12.2875,,S,15,,
0,3,"Holm, Mr. John Fredrik Alexander",M,43,0,0,C 7075,6.45,,S,,,
0,3,"Holthen, Mr. Johan Martin",M,28,0,0,C 4001,22.525,,S,,,
1,3,"Honkanen, Miss. Eliina",F,27,0,0,STON/O2. 3101283,7.925,,S,,,
0,3,"Horgan, Mr. John",M,,0,0,370377,7.75,,Q,,,
1,3,"Howard, Miss. May Elizabeth",F,,0,0,A. 2. 39186,8.05,,S,C,,
0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",M,42,0,0,348121,7.65,F G63,S,,120,
1,3,"Hyman, Mr. Abraham",M,,0,0,3470,7.8875,,S,C,,
0,3,"Ibrahim Shawah, Mr. Yousseff",M,30,0,0,2685,7.2292,,C,,,
0,3,"Ilieff, Mr. Ylio",M,,0,0,349220,7.8958,,S,,,
0,3,"Ilmakangas, Miss. Ida Livija",F,27,1,0,STON/O2. 3101270,7.925,,S,,,
0,3,"Ilmakangas, Miss. Pieta Sofia",F,25,1,0,STON/O2. 3101271,7.925,,S,,,
0,3,"Ivanoff, Mr. Kanio",M,,0,0,349201,7.8958,,S,,,
1,3,"Jalsevac, Mr. Ivan",M,29,0,0,349240,7.8958,,C,15,,
1,3,"Jansson, Mr. Carl Olof",M,21,0,0,350034,7.7958,,S,A,,
0,3,"Jardin, Mr. Jose Neto",M,,0,0,SOTON/O.Q. 3101305,7.05,,S,,,
0,3,"Jensen, Mr. Hans Peder",M,20,0,0,350050,7.8542,,S,,,
0,3,"Jensen, Mr. Niels Peder",M,48,0,0,350047,7.8542,,S,,,
0,3,"Jensen, Mr. Svend Lauritz",M,17,1,0,350048,7.0542,,S,,,
1,3,"Jermyn, Miss. Annie",F,,0,0,14313,7.75,,Q,D,,
1,3,"Johannesen-Bratthammer, Mr. Bernt",M,,0,0,65306,8.1125,,S,13,,
0,3,"Johanson, Mr. Jakob Alfred",M,34,0,0,3101264,6.4958,,S,,143,
1,3,"Johansson Palmquist, Mr. Oskar Leander",M,26,0,0,347070,7.775,,S,15,,
0,3,"Johansson, Mr. Erik",M,22,0,0,350052,7.7958,,S,,156,
0,3,"Johansson, Mr. Gustaf Joel",M,33,0,0,7540,8.6542,,S,,285,
0,3,"Johansson, Mr. Karl Johan",M,31,0,0,347063,7.775,,S,,,
0,3,"Johansson, Mr. Nils",M,29,0,0,347467,7.8542,,S,,,
1,3,"Johnson, Master. Harold Theodor",M,4,1,1,347742,11.1333,,S,15,,
1,3,"Johnson, Miss. Eleanor Ileen",F,1,1,1,347742,11.1333,,S,15,,
0,3,"Johnson, Mr. Alfred",M,49,0,0,LINE,0,,S,,,
0,3,"Johnson, Mr. Malkolm Joackim",M,33,0,0,347062,7.775,,S,,37,
0,3,"Johnson, Mr. William Cahoone Jr",M,19,0,0,LINE,0,,S,,,
1,3,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",F,27,0,2,347742,11.1333,,S,15,,
0,3,"Johnston, Master. William Arthur ""Willie""",M,,1,2,W./C. 6607,23.45,,S,,,
0,3,"Johnston, Miss. Catherine Helen ""Carrie""",F,,1,2,W./C. 6607,23.45,,S,,,
0,3,"Johnston, Mr. Andrew G",M,,1,2,W./C. 6607,23.45,,S,,,
0,3,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",F,,1,2,W./C. 6607,23.45,,S,,,
0,3,"Jonkoff, Mr. Lalio",M,23,0,0,349204,7.8958,,S,,,
1,3,"Jonsson, Mr. Carl",M,32,0,0,350417,7.8542,,S,15,,
0,3,"Jonsson, Mr. Nils Hilding",M,27,0,0,350408,7.8542,,S,,,
0,3,"Jussila, Miss. Katriina",F,20,1,0,4136,9.825,,S,,,
0,3,"Jussila, Miss. Mari Aina",F,21,1,0,4137,9.825,,S,,,
1,3,"Jussila, Mr. Eiriik",M,32,0,0,STON/O 2. 3101286,7.925,,S,15,,
0,3,"Kallio, Mr. Nikolai Erland",M,17,0,0,STON/O 2. 3101274,7.125,,S,,,
0,3,"Kalvik, Mr. Johannes Halvorsen",M,21,0,0,8475,8.4333,,S,,,
0,3,"Karaic, Mr. Milan",M,30,0,0,349246,7.8958,,S,,,
1,3,"Karlsson, Mr. Einar Gervasius",M,21,0,0,350053,7.7958,,S,13,,
0,3,"Karlsson, Mr. Julius Konrad Eugen",M,33,0,0,347465,7.8542,,S,,,
0,3,"Karlsson, Mr. Nils August",M,22,0,0,350060,7.5208,,S,,,
1,3,"Karun, Miss. Manca",F,4,0,1,349256,13.4167,,C,15,,
1,3,"Karun, Mr. Franz",M,39,0,1,349256,13.4167,,C,15,,
0,3,"Kassem, Mr. Fared",M,,0,0,2700,7.2292,,C,,,
0,3,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",M,18.5,0,0,2682,7.2292,,C,,58,
0,3,"Keane, Mr. Andrew ""Andy""",M,,0,0,12460,7.75,,Q,,,
0,3,"Keefe, Mr. Arthur",M,,0,0,323592,7.25,,S,A,,
1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",F,,0,0,9234,7.75,,Q,16,,
1,3,"Kelly, Miss. Mary",F,,0,0,14312,7.75,,Q,D,,
0,3,"Kelly, Mr. James",M,34.5,0,0,330911,7.8292,,Q,,70,
0,3,"Kelly, Mr. James",M,44,0,0,363592,8.05,,S,,,
1,3,"Kennedy, Mr. John",M,,0,0,368783,7.75,,Q,,,
0,3,"Khalil, Mr. Betros",M,,1,0,2660,14.4542,,C,,,
0,3,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",F,,1,0,2660,14.4542,,C,,,
0,3,"Kiernan, Mr. John",M,,1,0,367227,7.75,,Q,,,
0,3,"Kiernan, Mr. Philip",M,,1,0,367229,7.75,,Q,,,
0,3,"Kilgannon, Mr. Thomas J",M,,0,0,36865,7.7375,,Q,,,
0,3,"Kink, Miss. Maria",F,22,2,0,315152,8.6625,,S,,,
0,3,"Kink, Mr. Vincenz",M,26,2,0,315151,8.6625,,S,,,
1,3,"Kink-Heilmann, Miss. Luise Gretchen",F,4,0,2,315153,22.025,,S,2,,
1,3,"Kink-Heilmann, Mr. Anton",M,29,3,1,315153,22.025,,S,2,,
1,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",F,26,1,1,315153,22.025,,S,2,,
0,3,"Klasen, Miss. Gertrud Emilia",F,1,1,1,350405,12.1833,,S,,,
0,3,"Klasen, Mr. Klas Albin",M,18,1,1,350404,7.8542,,S,,,
0,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",F,36,0,2,350405,12.1833,,S,,,
0,3,"Kraeff, Mr. Theodor",M,,0,0,349253,7.8958,,C,,,
1,3,"Krekorian, Mr. Neshan",M,25,0,0,2654,7.2292,F E57,C,10,,
0,3,"Lahoud, Mr. Sarkis",M,,0,0,2624,7.225,,C,,,
0,3,"Laitinen, Miss. Kristina Sofia",F,37,0,0,4135,9.5875,,S,,,
0,3,"Laleff, Mr. Kristo",M,,0,0,349217,7.8958,,S,,,
1,3,"Lam, Mr. Ali",M,,0,0,1601,56.4958,,S,C,,
0,3,"Lam, Mr. Len",M,,0,0,1601,56.4958,,S,,,
1,3,"Landergren, Miss. Aurora Adelia",F,22,0,0,C 7077,7.25,,S,13,,
0,3,"Lane, Mr. Patrick",M,,0,0,7935,7.75,,Q,,,
1,3,"Lang, Mr. Fang",M,26,0,0,1601,56.4958,,S,14,,
0,3,"Larsson, Mr. August Viktor",M,29,0,0,7545,9.4833,,S,,,
0,3,"Larsson, Mr. Bengt Edvin",M,29,0,0,347067,7.775,,S,,,
0,3,"Larsson-Rondberg, Mr. Edvard A",M,22,0,0,347065,7.775,,S,,,
1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",M,22,0,0,2620,7.225,,C,6,,
0,3,"Lefebre, Master. Henry Forbes",M,,3,1,4133,25.4667,,S,,,
0,3,"Lefebre, Miss. Ida",F,,3,1,4133,25.4667,,S,,,
0,3,"Lefebre, Miss. Jeannie",F,,3,1,4133,25.4667,,S,,,
0,3,"Lefebre, Miss. Mathilde",F,,3,1,4133,25.4667,,S,,,
0,3,"Lefebre, Mrs. Frank (Frances)",F,,0,4,4133,25.4667,,S,,,
0,3,"Leinonen, Mr. Antti Gustaf",M,32,0,0,STON/O 2. 3101292,7.925,,S,,,
0,3,"Lemberopolous, Mr. Peter L",M,34.5,0,0,2683,6.4375,,C,,196,
0,3,"Lennon, Miss. Mary",F,,1,0,370371,15.5,,Q,,,
0,3,"Lennon, Mr. Denis",M,,1,0,370371,15.5,,Q,,,
0,3,"Leonard, Mr. Lionel",M,36,0,0,LINE,0,,S,,,
0,3,"Lester, Mr. James",M,39,0,0,A/4 48871,24.15,,S,,,
0,3,"Lievens, Mr. Rene Aime",M,24,0,0,345781,9.5,,S,,,
0,3,"Lindahl, Miss. Agda Thorilda Viktoria",F,25,0,0,347071,7.775,,S,,,
0,3,"Lindblom, Miss. Augusta Charlotta",F,45,0,0,347073,7.75,,S,,,
0,3,"Lindell, Mr. Edvard Bengtsson",M,36,1,0,349910,15.55,,S,A,,
0,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",F,30,1,0,349910,15.55,,S,A,,
1,3,"Lindqvist, Mr. Eino William",M,20,1,0,STON/O 2. 3101285,7.925,,S,15,,
0,3,"Linehan, Mr. Michael",M,,0,0,330971,7.8792,,Q,,,
0,3,"Ling, Mr. Lee",M,28,0,0,1601,56.4958,,S,,,
0,3,"Lithman, Mr. Simon",M,,0,0,S.O./P.P. 251,7.55,,S,,,
0,3,"Lobb, Mr. William Arthur",M,30,1,0,A/5. 3336,16.1,,S,,,
0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",F,26,1,0,A/5. 3336,16.1,,S,,,
0,3,"Lockyer, Mr. Edward",M,,0,0,1222,7.8792,,S,,153,
0,3,"Lovell, Mr. John Hall (""Henry"")",M,20.5,0,0,A/5 21173,7.25,,S,,,
1,3,"Lulic, Mr. Nikola",M,27,0,0,315098,8.6625,,S,15,,
0,3,"Lundahl, Mr. Johan Svensson",M,51,0,0,347743,7.0542,,S,,,
1,3,"Lundin, Miss. Olga Elida",F,23,0,0,347469,7.8542,,S,10,,
1,3,"Lundstrom, Mr. Thure Edvin",M,32,0,0,350403,7.5792,,S,15,,
0,3,"Lyntakoff, Mr. Stanko",M,,0,0,349235,7.8958,,S,,,
0,3,"MacKay, Mr. George William",M,,0,0,C.A. 42795,7.55,,S,,,
1,3,"Madigan, Miss. Margaret ""Maggie""",F,,0,0,370370,7.75,,Q,15,,
1,3,"Madsen, Mr. Fridtjof Arne",M,24,0,0,C 17369,7.1417,,S,13,,
0,3,"Maenpaa, Mr. Matti Alexanteri",M,22,0,0,STON/O 2. 3101275,7.125,,S,,,
0,3,"Mahon, Miss. Bridget Delia",F,,0,0,330924,7.8792,,Q,,,
0,3,"Mahon, Mr. John",M,,0,0,AQ/4 3130,7.75,,Q,,,
0,3,"Maisner, Mr. Simon",M,,0,0,A/S 2816,8.05,,S,,,
0,3,"Makinen, Mr. Kalle Edvard",M,29,0,0,STON/O 2. 3101268,7.925,,S,,,
1,3,"Mamee, Mr. Hanna",M,,0,0,2677,7.2292,,C,15,,
0,3,"Mangan, Miss. Mary",F,30.5,0,0,364850,7.75,,Q,,61,
1,3,"Mannion, Miss. Margareth",F,,0,0,36866,7.7375,,Q,16,,
0,3,"Mardirosian, Mr. Sarkis",M,,0,0,2655,7.2292,F E46,C,,,
0,3,"Markoff, Mr. Marin",M,35,0,0,349213,7.8958,,C,,,
0,3,"Markun, Mr. Johann",M,33,0,0,349257,7.8958,,S,,,
1,3,"Masselmani, Mrs. Fatima",F,,0,0,2649,7.225,,C,C,,
0,3,"Matinoff, Mr. Nicola",M,,0,0,349255,7.8958,,C,,,
1,3,"McCarthy, Miss. Catherine ""Katie""",F,,0,0,383123,7.75,,Q,15 16,,
1,3,"McCormack, Mr. Thomas Joseph",M,,0,0,367228,7.75,,Q,,,
1,3,"McCoy, Miss. Agnes",F,,2,0,367226,23.25,,Q,16,,
